	GSM2358163	GSM2358164	GSM2358165	GSM2358166	GSM2358167	GSM2358168	GSM2358169	GSM2358170	GSM2358171	GSM2358172	GSM2358173	GSM2358174	GSM2358175	GSM2358176	GSM2358177	GSM2358178	GSM2358179
ATAD2	485	399	335	496	474	633	973	709	741	1063	1172	1297	1628	1188	1148	1134	859
FBXO32	74	73	50	50	48	83	66	54	53	80	63	83	76	56	48	92	68
NSMCE2	179	180	168	154	184	215	168	153	172	188	210	230	263	203	189	203	221
ZNF689	132	129	152	147	138	211	153	106	105	136	135	156	181	138	143	145	118
PRR14	172	129	121	195	174	198	124	125	121	173	159	207	127	84	86	134	164
FBRS	356	238	253	391	383	496	265	226	228	400	264	458	353	239	268	299	292
FRRS1	931	703	732	1234	1209	1521	949	785	826	1137	1478	1183	594	512	406	1369	1077
PHKG2	519	405	389	343	301	431	384	368	438	372	389	417	292	269	270	353	343
MFSD14A	830	648	585	753	692	806	627	685	648	782	844	817	899	545	557	756	768
SASS6	59	65	39	61	55	72	57	77	78	49	85	61	72	89	58	55	79
COX6A2	5	2	2	7	7	17	2	0	0	1	2	3	0	0	1	6	6
ITGAD	1	1	1	0	0	1	0	0	0	1	1	0	2	0	0	1	0
ADGRG4	4	0	0	1	0	0	2	1	0	0	0	0	3	3	5	14	8
ZIC3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
MALSU1	369	331	290	294	256	343	327	274	255	277	312	359	391	299	339	415	299
VPS8	464	365	313	357	345	502	392	345	366	367	439	420	323	328	295	447	454
GALK2	576	487	455	572	505	600	519	495	429	336	406	379	580	482	436	595	618
LHFPL4	0	0	3	0	0	0	1	0	0	0	0	1	0	2	1	0	0
B3GNT7	3	0	0	2	3	0	2	1	2	3	5	1	3	3	1	2	0
MPV17L	228	102	173	324	277	327	149	183	221	402	402	569	51	0	6	140	59
BUB1B	1	4	4	0	3	1	6	3	7	12	13	9	4	3	6	7	7
PDE6D	113	69	71	106	114	117	119	91	74	76	77	87	166	133	111	128	130
EIF4A2	4562	4344	3541	4409	4300	5060	4743	4189	4527	4796	6264	4802	4625	4340	3441	5844	5520
BRPF1	155	117	117	150	137	202	134	120	111	187	159	182	137	129	124	175	137
RPUSD3	283	217	242	279	262	316	208	174	186	263	250	268	224	152	186	244	238
SST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TATDN2	529	476	436	589	499	690	437	426	357	581	553	656	398	325	392	673	590
GHRL	2	0	1	0	0	0	1	2	2	1	1	1	2	3	3	0	0
SEC13	1765	1472	1327	1878	1632	2419	1409	1276	1122	1756	1792	2069	2470	1836	1973	2218	1936
CIBAR1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EXOG	115	118	79	80	85	72	114	110	147	128	176	162	102	130	101	124	113
NTAN1	57	78	89	34	57	86	141	161	103	145	133	200	77	93	42	132	159
SHCBP1L	1	1	0	4	1	3	1	0	2	1	2	6	3	1	0	2	0
NMNAT2	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	1	0
ZFYVE9	632	539	486	631	566	732	505	484	347	583	681	604	444	373	418	724	635
ATP2B2	161	131	129	590	514	672	117	134	148	969	850	940	56	65	62	764	631
LYZL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A1	210	185	178	703	456	791	157	102	315	1072	1281	1122	25	21	18	779	668
SMG1	2163	1676	1196	1680	1537	2115	1895	1655	2147	1670	2021	1701	1765	1543	1353	1647	1628
FCHO2	409	336	272	578	594	685	412	378	379	699	864	790	310	278	265	829	820
RBPMS	573	505	485	761	789	907	551	603	559	878	910	909	646	652	436	858	838
TMEM171	12	17	16	23	27	52	16	10	12	36	31	37	26	16	9	27	16
KLHL40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8A	13526	11646	10093	5654	6354	8208	11390	10985	8494	5683	6523	6684	12370	9696	9154	10528	8439
TIMP4	1	1	1	0	1	0	0	5	3	2	3	2	2	4	4	4	10
SYN2	0	0	0	0	3	0	0	0	0	2	3	0	0	2	2	1	1
NRG1	407	358	289	425	285	557	86	74	118	160	186	180	222	168	172	192	167
ODR4	1152	1066	859	581	534	788	915	832	889	665	760	713	1552	1257	1281	825	651
CPT2	1140	985	949	1323	1233	1742	1271	994	862	930	1074	1176	1241	959	1025	2396	2247
NECAP2	356	332	290	467	464	620	347	341	249	484	505	540	451	337	314	537	638
LRP8	13	10	10	15	11	10	10	10	24	16	27	21	26	24	17	7	20
CDCP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAXIP1	278	198	176	182	184	220	250	228	277	235	254	234	265	225	214	213	177
STEAP2	192	184	97	121	142	187	210	188	109	134	156	149	303	371	198	152	139
SSBP3	310	276	237	392	365	507	334	288	251	575	471	622	407	320	317	576	524
HTR5A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLDN12	1903	1811	1410	1595	1576	2106	1950	1844	1641	1902	2369	2114	2350	2131	1742	2418	2016
MMP14	130	72	92	212	316	393	110	130	145	459	429	638	136	126	127	418	535
FZD1	76	45	40	64	56	83	34	26	36	50	40	57	71	47	55	59	51
GATAD1	761	667	561	718	658	882	635	562	609	808	970	876	738	573	611	747	614
SUSD3	561	433	451	449	442	622	358	261	263	349	295	403	259	187	325	482	453
ZFHX2-AS1	185	158	76	47	26	48	166	142	120	70	155	92	121	135	104	70	51
TMED6	33	26	17	20	20	3	18	28	31	27	17	20	27	22	19	14	21
CLEC18A	11	6	0	8	0	5	15	7	13	10	9	6	28	21	21	5	6
DHRS4	227	185	178	201	191	258	257	223	275	388	405	455	179	121	185	348	283
CFAP107	6	2	0	4	1	3	7	2	4	0	9	3	4	5	5	0	3
CLEC18C	8	5	12	0	1	0	5	16	24	11	4	4	8	6	0	0	0
ARMC12	57	31	35	10	13	9	65	45	77	20	18	16	113	128	67	17	12
DDX19B	399	354	353	292	247	484	355	339	317	385	422	478	367	285	334	444	311
ST3GAL2	307	315	269	407	406	493	247	245	171	293	239	347	290	184	200	397	372
FCSK	201	147	156	250	250	296	139	166	149	272	219	308	156	134	134	194	209
IL34	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0
DHRS1	94	74	70	174	170	237	43	57	71	209	210	265	37	48	34	212	211
CACNA1D	169	150	115	135	139	256	135	128	152	231	244	292	146	126	97	170	143
ARSL	1685	1377	1342	2174	2117	2655	726	673	604	1356	1362	1534	939	807	628	2187	1898
KIT	0	0	0	1	0	0	1	0	2	1	3	0	0	0	1	0	0
HYDIN	0	1	0	1	2	0	2	0	2	0	3	1	0	0	1	1	1
AASDH	348	287	222	263	300	391	294	259	262	262	329	304	286	261	213	295	255
ZNF19	42	38	41	51	32	81	34	26	47	40	74	73	48	42	36	52	64
CACNA2D3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RNF111	419	411	370	460	433	634	452	405	300	499	475	464	498	434	362	526	361
CCNB2	7	6	0	1	8	7	6	7	10	5	15	3	6	4	5	8	4
FAM81A	0	2	3	4	4	2	2	1	1	0	0	2	6	6	4	2	3
MYO1E	983	846	735	999	1089	1357	616	645	443	869	908	1042	911	732	753	1226	1274
APPL1	925	882	732	688	600	909	917	802	640	649	741	672	934	734	770	887	746
PWWP3B	108	124	83	160	178	226	109	86	60	118	114	87	51	81	55	135	117
AFAP1L1	141	105	95	94	91	120	80	98	102	146	130	187	120	108	105	93	79
TSC22D3	1442	1225	1177	1098	923	1251	2183	1485	1491	1122	1279	1325	2054	1529	1216	1042	716
VPS26C	1239	1084	1086	1255	1091	1573	1166	1039	770	1115	1261	1406	1301	1042	1089	1591	1317
DYRK1A	773	656	540	692	623	819	753	611	788	770	915	746	726	586	572	732	590
KCNJ6	15	12	11	5	0	1	15	17	7	12	11	10	19	32	24	11	24
KCNJ15	3	8	4	1	2	6	10	5	11	9	12	5	9	5	4	4	2
ERG	1	0	1	0	1	4	3	0	2	7	10	3	2	0	1	5	1
ETS2	3716	2754	2630	4708	5778	5625	1800	2029	1636	5655	6020	6478	2796	2270	2354	4630	3567
TSPAN18	22	12	12	61	85	88	6	13	7	126	90	106	9	5	5	83	80
LCA5L	38	48	30	24	27	16	41	29	36	18	33	24	50	31	38	29	26
SLC35B2	681	501	509	833	813	1071	401	479	497	1024	948	1290	457	330	400	959	1031
TMEM164	215	191	145	217	239	367	252	208	121	247	214	251	205	186	189	306	329
MX1	364	332	284	486	498	712	172	218	263	466	455	627	202	162	195	973	710
CREB3L1	3	2	0	3	1	0	6	8	8	18	11	20	0	3	2	10	8
C2CD2	358	358	262	294	360	437	269	203	197	289	282	292	667	600	442	441	420
TAB3	1190	1145	1002	1776	1498	2363	1030	846	1113	1996	2175	2400	825	703	745	2524	2100
SLC38A10	2746	2091	2014	2937	3405	4112	1549	1388	955	2901	2233	3618	2434	1501	1971	2863	3023
C9orf43	31	19	22	10	11	6	43	41	31	14	10	9	39	27	30	17	10
PALM2AKAP2	2028	1813	1506	2435	2407	3181	1618	1561	1223	3183	3303	3274	1281	1186	1028	2413	2251
ZNF618	207	217	169	397	321	504	173	153	173	619	546	609	237	223	163	402	390
DGKI	3	3	0	1	1	6	8	8	9	2	3	3	16	14	9	0	1
TMEM268	332	272	244	190	179	287	214	175	184	243	254	263	268	214	204	355	265
SVOPL	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0
SNX22	61	70	51	45	36	49	44	39	34	21	19	28	101	62	63	60	48
UBN2	443	311	265	286	249	372	461	342	521	362	536	444	524	474	360	392	343
BRAF	302	259	189	190	189	282	322	280	317	295	354	310	309	298	255	319	273
SLC34A2	7	5	3	7	5	7	4	0	4	2	9	5	7	1	7	6	3
ACAN	0	0	0	0	0	0	2	0	0	1	1	3	0	1	0	1	4
PSMG3	212	170	193	144	166	204	137	132	167	155	140	177	189	146	174	193	178
CABP1	2	4	1	0	1	2	3	4	0	0	6	2	2	3	1	1	1
WDR19	676	574	430	440	446	489	1300	1188	929	497	634	547	945	1003	568	486	384
SLC37A3	332	294	212	335	321	373	288	293	279	357	500	440	356	304	245	446	440
AP3S2	849	749	674	1091	920	1161	535	528	419	662	734	763	553	499	519	1138	976
FMNL2	158	168	98	159	209	270	149	152	127	355	383	348	86	120	90	186	213
GAREM2	3	2	0	6	0	0	2	0	1	3	5	8	4	3	6	8	12
SPPL3	332	345	297	359	376	442	347	363	343	484	552	553	400	322	370	503	450
DPYSL5	4	0	2	0	0	0	2	0	3	1	4	2	2	1	4	1	1
DRC1	5	5	1	2	1	0	3	4	4	0	0	2	5	6	3	1	1
RAB28	134	108	111	123	117	161	139	90	82	131	164	111	120	60	85	171	118
PRXL2B	110	84	67	140	150	210	40	58	54	215	201	297	50	36	49	247	222
TNFRSF14	307	233	229	340	421	491	180	198	231	235	471	428	213	177	207	424	191
PANK4	33	197	229	24	226	273	11	193	162	68	272	77	18	115	156	307	251
CIB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEGF11	1	1	0	1	2	0	0	1	1	1	6	6	0	5	3	0	0
C12orf43	241	274	226	250	279	322	219	223	219	262	275	220	245	200	223	313	274
PEX10	305	225	254	124	180	259	133	123	155	171	195	257	292	176	205	219	187
RER1	4381	3595	3412	3041	3165	3896	2726	2492	2772	3132	3361	3537	4796	3433	3994	4285	3739
RADIL	0	0	0	0	0	0	2	4	0	1	4	4	0	1	1	0	2
SKI	512	507	445	577	577	685	462	490	390	1113	801	1255	468	366	410	659	523
WIPI2	855	732	699	1021	894	1205	682	679	648	1156	1148	1376	1073	834	869	1529	1441
SSX8P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LDLRAP1	527	446	471	652	592	915	572	491	417	703	639	796	472	352	360	829	726
AGAP1	420	354	352	268	296	397	371	302	242	274	269	337	510	392	418	280	279
KRTCAP3	9	10	6	58	85	94	12	14	15	79	81	126	8	4	6	108	139
ANKRD61	10	12	4	6	9	8	12	10	12	24	18	22	12	10	12	11	2
PAFAH2	859	785	694	1010	904	1357	725	653	547	1000	1015	935	826	664	727	1258	1234
EXTL1	5	4	1	1	4	0	1	1	0	0	0	0	5	3	5	0	3
SLC30A2	10	18	11	12	17	32	20	20	12	12	5	15	19	15	10	38	60
BABAM2	580	585	497	540	493	646	516	524	370	479	490	559	672	584	538	638	539
TRIM63	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP251	34	25	17	21	21	20	29	23	44	22	33	52	35	28	22	24	20
MRPL17	324	263	265	258	246	244	198	218	164	202	219	212	284	259	262	316	237
DUSP2	1	1	0	0	0	1	0	1	0	2	0	0	0	1	0	0	0
GRHL3	14	11	13	8	12	14	10	13	15	6	10	5	30	15	19	9	8
UBXN11	58	38	33	44	46	47	41	35	46	86	69	89	42	51	42	67	110
NLRP14	1	4	2	0	1	3	0	1	0	0	0	1	2	1	1	0	1
PTPDC1	57	67	36	54	62	85	60	43	63	72	94	94	60	67	53	81	66
GALNT14	1	0	1	0	1	0	2	0	0	2	3	4	0	0	3	2	4
NCK1	590	507	475	496	467	648	486	394	428	722	740	853	624	513	547	879	787
HPD	7691	6903	6715	8770	7045	10683	5325	4435	4293	5941	5542	7717	10450	7796	8508	10489	10240
RHPN1	9	4	7	12	15	16	3	4	7	22	11	16	11	4	4	6	14
TPRG1L	2357	2072	1988	2344	2020	3063	1633	1600	1505	2149	2354	2440	1945	1398	1736	3220	2770
LRRC43	10	8	6	4	4	14	16	10	11	36	37	33	17	18	12	26	17
PRXL2C	203	204	171	158	171	183	165	156	167	200	202	193	202	118	142	154	124
XDH	1593	1434	1235	1862	1653	2684	1433	1063	1106	2011	1857	2117	1805	1288	1694	2220	1854
XKR8	374	291	229	264	281	318	402	588	313	337	345	357	327	260	225	332	284
CNNM4	246	226	204	192	179	245	187	159	124	220	187	219	230	184	210	221	226
EYA3	308	257	197	348	313	455	303	276	258	340	390	338	290	287	224	343	302
DZIP1L	2	3	0	1	0	5	2	1	2	1	2	5	1	1	1	1	1
TMSB15A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FANCC	867	726	639	499	403	712	605	489	589	799	824	907	910	635	639	873	697
MRAS	144	122	105	148	126	175	73	68	42	73	85	76	117	101	100	168	168
WASF2	936	827	726	971	872	1404	1004	826	528	869	843	1051	1266	1021	916	1053	1009
ABHD3	528	475	430	678	600	795	442	426	507	652	773	729	338	324	302	824	660
ESYT3	11	22	7	12	10	8	22	10	11	19	10	19	38	29	19	18	26
FAIM	145	136	112	169	159	191	82	88	95	175	208	205	126	87	96	285	221
TENT5B	2	1	1	1	0	2	0	0	0	2	5	0	3	0	0	1	0
CLSTN2	3	1	4	1	2	5	1	1	1	2	6	4	2	3	6	3	4
COLEC12	3	8	5	7	4	11	8	3	9	10	8	12	11	6	10	5	7
RNF207	156	126	70	151	165	150	141	136	166	424	409	361	94	127	88	163	157
CUL4B	996	962	753	835	797	1057	1086	921	954	922	1113	1007	1287	1070	1005	1039	892
GPR153	538	402	400	531	439	557	600	433	463	455	365	504	461	284	314	748	551
SLC13A3	23	20	12	17	8	6	77	64	23	39	38	43	85	98	76	113	78
GPRASP2	201	156	141	258	221	268	216	174	146	174	226	201	235	198	182	253	243
RHBDL2	5	10	2	2	2	8	3	0	8	4	7	3	4	11	2	3	3
AUTS2	320	266	225	408	332	479	291	249	347	644	715	706	242	193	178	407	324
SHROOM4	6	1	4	7	3	6	5	10	6	19	20	22	1	3	1	8	8
H2BC5	439	428	408	256	321	307	354	356	189	121	175	80	423	281	294	799	798
CDC25C	1	2	0	0	2	0	4	2	0	3	4	2	4	1	0	3	3
H4C8	110	109	98	49	38	75	73	99	64	23	47	25	189	189	160	158	159
MITD1	205	159	123	174	186	192	181	154	206	257	324	256	145	120	108	210	185
EIF5B	2320	2114	1571	1697	1780	2224	1862	1634	1911	1603	1737	1605	2631	2158	2070	1999	1835
RIBC1	2	2	0	1	1	1	5	2	6	4	3	4	14	4	8	2	5
TMSB15B	0	0	1	0	0	0	4	0	2	1	0	2	1	1	0	1	0
CATIP	3	12	5	6	5	0	7	3	2	3	5	7	7	10	9	7	4
CNOT11	767	640	609	772	765	1053	816	694	690	1299	1455	1430	857	627	721	1131	900
KCNB1	69	51	43	78	77	97	118	94	74	196	181	216	54	39	16	102	60
TSPAN33	337	295	281	310	250	319	336	295	347	364	390	378	531	351	392	751	568
NRG2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2
AHCYL2	195	187	165	254	237	291	204	182	229	316	351	342	195	174	149	376	330
B4GALT5	708	659	580	501	548	730	491	546	407	668	669	729	823	651	601	800	739
CD1D	200	167	112	240	273	324	131	145	207	615	548	690	110	98	102	269	212
CD1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA2	155	128	107	169	137	173	111	95	92	159	156	172	142	117	139	199	165
CD1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX29P1	0	4	4	3	0	4	9	2	0	0	0	6	8	11	7	13	14
FAM86C1P	255	210	172	158	110	145	148	140	103	118	98	123	169	141	152	130	93
CD1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAH3	3	2	1	0	1	4	0	0	1	0	2	3	3	1	0	2	1
CD1E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMHB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCF1	1	4	1	1	3	0	4	3	3	1	1	4	2	3	1	3	8
CPA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSR2	355	328	329	443	451	613	355	312	338	417	441	473	356	298	331	535	438
PPP1R9A	126	87	85	118	99	144	49	37	34	74	81	65	52	31	36	100	76
ZC3H18	491	447	478	557	506	709	419	353	319	504	454	553	512	464	457	540	514
ZFAND2B	434	312	345	354	368	452	320	360	319	428	416	530	266	210	247	404	397
POM121L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
GDPD5	58	53	39	85	69	72	19	12	25	66	55	81	34	11	21	57	66
DYNC1I1	8	12	9	17	16	27	28	18	14	55	50	80	17	20	15	65	50
PFKFB1	587	422	432	616	474	592	519	398	804	891	1132	1012	171	105	129	607	414
ALAS2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TMED4	1043	883	802	934	927	1163	669	563	675	858	1028	1037	920	731	775	1091	978
PPP1R15B	2322	2161	1615	1477	1443	1953	2024	1655	1909	1424	1850	1593	2850	2484	2306	1814	1447
COPG2	263	259	236	254	290	376	210	201	175	345	316	431	169	144	196	214	261
EMSY	201	185	164	203	191	235	235	217	220	203	249	221	226	241	179	207	190
PAGE5	5	0	2	0	1	0	3	1	0	0	0	0	4	2	2	4	1
GPAT4	1810	1672	1358	1729	1460	1983	1538	1413	1278	1590	1664	1735	1618	1430	1259	1985	1669
PKD1L1	7	7	0	8	2	7	3	3	3	7	7	11	8	9	5	7	6
ZSCAN12	140	116	85	82	74	117	133	120	129	112	148	114	102	83	89	128	72
TAGLN2	5158	4497	4118	5272	4837	6930	2616	3029	2390	4673	4791	5717	5732	4330	4630	5843	5634
ELK4	887	775	611	700	639	859	911	767	900	873	1072	961	835	729	673	875	803
SLAMF8	4	0	1	0	0	0	4	0	0	1	0	1	2	1	2	1	7
SLC45A3	142	92	103	162	157	203	71	68	83	278	204	302	51	41	49	170	138
DUSP23	423	399	463	416	443	484	199	274	217	361	325	415	285	261	272	425	373
RNF166	69	71	89	53	53	83	35	29	49	57	48	60	53	18	45	45	46
OR10J6P	661	646	333	81	98	113	820	531	620	89	133	82	1353	1342	864	223	111
NBL1	119	98	73	42	42	106	92	129	67	34	30	44	292	230	258	120	145
HTR6	0	1	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0
ITLN2	1	0	1	0	0	0	0	1	0	0	0	1	3	0	1	1	0
F11R	1992	1865	1484	3163	3253	4118	1353	1576	1108	3119	3106	3442	2047	1712	1480	3416	3134
USF1	469	415	372	413	437	508	431	412	480	530	556	656	524	396	425	564	515
PLA2G2F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA2L	60	48	45	111	167	157	26	15	21	105	61	132	34	21	26	72	107
NIT1	722	596	603	742	731	856	627	559	528	668	731	775	632	519	498	848	753
DEDD	361	341	312	320	316	394	326	287	279	344	372	417	288	304	246	392	330
ZNF276	263	203	161	144	171	229	188	176	227	357	311	343	150	149	159	186	150
NPM2	5	3	7	13	19	7	4	6	3	19	22	24	29	24	15	23	29
EDA	29	20	36	34	26	101	5	3	3	15	13	22	33	21	13	30	46
FGF17	2	1	1	0	0	0	1	0	0	4	2	3	5	3	2	1	0
VWA5B1	3	1	2	1	1	0	3	3	2	2	3	8	2	2	2	3	1
CDA	433	336	353	492	439	597	358	297	278	832	725	933	419	338	394	663	603
PINK1	2928	2289	2376	3013	2661	4192	2485	2394	1988	3480	3141	3910	2596	1875	2153	4684	4578
B4GALT3	327	275	249	316	312	354	260	247	241	285	296	338	261	259	228	287	273
DMTN	564	505	422	720	717	984	312	374	197	647	587	826	469	397	393	1005	994
ADAMTS4	34	49	25	51	51	51	28	18	22	67	70	60	11	12	7	26	33
FHIP2B	415	299	271	441	433	561	329	344	315	624	481	613	271	281	228	487	440
NDUFS2	2950	2432	2361	3127	3037	4122	2364	2095	2352	3069	3316	3747	2864	2134	2321	4346	4285
SLC5A11	0	18	5	0	1	4	3	8	4	31	28	45	9	23	25	64	30
FCER1G	18	12	12	10	7	18	17	9	25	13	12	13	39	47	38	14	27
APOA2	4821	4107	4413	21302	19705	31620	3480	3647	6305	43098	41721	44858	4210	4707	3483	58609	72801
TOMM40L	716	540	592	690	657	848	646	569	578	711	755	780	664	553	663	758	687
MPZ	138	98	101	202	237	301	102	117	56	480	407	515	204	159	141	318	398
WFDC8	2	0	1	2	0	3	2	3	0	0	1	2	0	0	0	1	1
CCAR2	829	679	590	771	762	1038	720	597	529	811	761	878	991	827	811	904	747
WNT9B	11	16	11	43	21	49	0	0	1	3	8	12	2	2	2	11	9
CACHD1	128	86	66	98	81	138	70	67	98	142	122	106	81	69	75	102	90
CDC42SE2	703	626	578	657	643	838	674	642	503	683	778	753	670	519	619	834	686
RAPGEF6	292	248	211	287	244	406	285	256	193	353	382	441	338	288	282	376	364
EPB41	2017	1733	1375	2226	1987	2630	1881	1688	1535	2035	2360	2065	2043	1778	1538	2757	2767
MIS18A	50	50	37	41	40	41	37	32	45	39	51	36	65	58	58	71	69
ALG8	785	731	657	639	714	871	632	565	519	514	657	599	680	600	589	701	673
FBXW5	1684	1228	1346	1918	2010	2335	853	906	624	1775	1124	2043	915	547	882	1608	1687
CFAP298	287	323	230	313	276	309	254	239	238	325	398	317	434	304	312	305	262
SYNJ1	176	194	163	223	189	291	222	204	192	222	241	223	242	228	191	252	173
PAXBP1	717	661	404	480	498	609	807	764	1133	662	883	678	736	725	534	534	492
IFNAR2	551	567	450	658	618	865	499	472	581	740	903	859	539	538	515	965	1013
MRPL10	450	358	392	387	339	467	403	290	278	308	345	387	533	377	502	410	341
IFNGR2	134	125	101	174	152	105	79	150	84	133	98	138	132	95	96	128	213
GART	1447	1460	1289	1045	948	1329	1220	1081	708	969	1031	1106	1603	1296	1417	1078	877
SON	4039	3606	3122	3672	3434	4649	3994	3531	3518	3904	4385	4640	4953	4138	3996	4037	3566
DONSON	274	201	164	255	200	234	343	273	267	235	306	255	306	269	239	261	202
SV2A	4	1	0	2	2	0	5	3	2	6	6	6	2	1	2	1	2
LAD1	489	367	381	356	353	552	510	437	353	299	289	437	415	328	446	383	396
STC1	3	1	0	36	44	13	2	0	0	55	38	55	0	0	0	37	62
TNNI1	73	74	52	65	73	81	116	84	61	106	100	106	35	21	28	59	43
CSRP1	947	769	638	1331	1255	1927	778	851	804	1845	1596	2131	682	593	672	1733	1728
PRAC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXB13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP5POP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QC	8	0	3	4	6	1	3	1	0	0	0	4	3	3	2	4	21
KCNE2	12	14	17	0	6	8	21	12	11	3	1	1	20	18	22	4	4
ATP5MC1	851	660	640	654	662	932	609	533	583	465	529	560	838	732	625	641	650
RCAN1	2360	2156	1740	2504	2609	3423	1686	1642	1300	2201	2565	2591	5048	4262	3665	3305	3195
UBE2Z	906	820	618	948	946	1431	749	698	533	1010	1125	1156	952	756	789	1208	1198
CIART	63	58	41	23	33	41	44	49	64	18	33	25	86	75	72	17	22
SNF8	771	628	527	628	607	699	584	561	497	577	616	647	693	550	557	717	652
CLIC6	8	3	6	13	7	36	0	2	1	1	2	4	2	0	1	1	2
CCDC24	67	49	58	66	63	70	48	67	66	67	70	92	70	62	40	63	79
RUNX1	221	218	156	79	91	138	178	219	170	78	89	115	227	217	166	84	93
IGF2BP1	4	0	2	2	3	6	7	5	7	2	9	14	8	2	1	5	5
GIP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBR1	1713	1558	1450	1563	1529	2271	1156	989	973	1253	1260	1635	2202	1623	1774	1755	1700
CBR3	5	6	7	8	9	6	2	0	2	0	4	1	2	7	4	11	14
ENSG00000159239	12	4	8	7	2	4	8	8	9	10	9	14	7	10	3	3	13
TUBBP5	3	4	7	8	6	10	13	11	5	44	38	28	11	9	10	6	8
GJD2	1	1	0	0	0	2	0	3	0	1	0	0	1	0	0	0	0
ACTC1	0	0	0	3	4	0	1	1	0	0	2	5	2	3	2	2	1
MORC3	571	524	438	405	374	455	515	488	542	365	491	429	653	523	533	522	444
CHAF1B	28	27	15	28	23	19	18	17	35	36	33	49	23	34	27	40	44
CLDN14	163	133	116	274	244	277	119	78	145	199	245	242	92	63	76	322	256
SIM2	1	1	3	1	3	10	5	5	1	3	5	2	4	6	1	2	2
HLCS	1272	999	940	710	755	969	851	718	814	792	899	1014	886	656	873	911	737
GOLGA6A	10	2	4	26	7	4	1	3	0	15	19	23	3	7	6	41	33
SCUBE1	346	275	240	1059	689	1264	5	5	9	1090	810	1397	19	12	13	703	571
ARHGAP27	28	23	15	38	45	86	10	21	11	34	41	50	24	16	13	15	55
ADPGK	568	536	381	551	555	620	510	431	498	679	844	743	433	398	376	600	560
PTMS	2711	2122	2283	2421	2459	2948	2252	2387	2006	2413	2156	2621	1499	922	1371	2682	2259
PLA2G4D	0	2	1	3	0	1	8	1	3	2	4	0	2	4	2	2	1
PADI4	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0
ADIPOR1	2068	1763	1754	1855	1631	2579	1827	1681	1360	1770	1861	1932	2229	1585	1924	2400	2042
CYB5R1	785	668	596	743	819	1095	689	597	578	796	852	1043	534	462	402	914	885
PSMD4	1533	1279	1250	1440	1441	1817	1136	1123	1098	1322	1459	1549	1675	1160	1396	1809	1621
ATP13A2	186	129	125	242	253	328	103	89	53	181	131	194	170	123	126	216	226
M1AP	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0
PSMB4	2658	2191	2144	2451	2212	2933	1613	1668	1630	2122	2316	2654	2590	1786	2315	2827	2453
IRX6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
BTG2	93	93	62	151	125	175	91	80	44	60	66	51	175	148	138	177	182
CES5A	38	24	22	5	26	41	4	8	19	17	8	16	39	38	80	101	54
HK2	3	0	1	1	2	0	3	1	2	9	10	7	7	2	12	13	11
C1R	21515	16310	16155	18465	18605	22148	16448	16157	16085	13707	15131	15417	13966	11218	11342	20649	15361
CELF3	4	1	1	0	2	0	3	1	3	0	3	4	8	2	2	4	1
